Boss,Subordinate,Immediate?
14758,66114,0
19235,90131,1
1503,118963,1
17939,28629,1
113114,28338,0
27104,3574,0
19235,79993,0
755,18492,0
40164,7592,0
755,36999,0
2273,40539,0
40164,35879,0
1055,2230,0
113114,45006,0
27104,3429,0
27104,46153,1
755,62551,0
896,52227,0
76045,58058,0
40164,14302,0
12431,51885,0
2273,28183,0
1756,1320,0
20805,104334,0
20805,74694,1
113114,3594,0
2273,36061,0
2937,1206,1
4682,2964,1
896,239,0
701,26931,0
40164,3237,0
40164,27378,0
113114,3773,0
27104,11194,0
2273,36174,0
76045,23563,0
76045,1564,0
18466,182,0
896,108805,0
113114,28977,0
20805,29057,0
40164,18590,1
27104,60796,1
35981,1281,0
40164,40967,1
18466,18355,0
49468,40254,1
35981,5265,0
7549,1374,0
2273,11351,0
14758,27903,0
19235,13643,1
76045,20635,0
19589,47034,0
4671,111575,0
46153,13951,1
53860,20277,0
2835,51102,1
20805,3326,0
102777,560,1
896,12504,0
20805,1578,0
20805,3040,1
19235,63638,0
2273,11194,0
14758,115324,0
76045,26924,0
18466,2263,0
40164,29146,0
20805,3215,0
896,89029,0
14758,72278,0
755,5611,0
75627,6055,1
3740,1983,0
113114,22190,0
20805,20874,0
40164,44083,0
5063,71544,1
40164,1444,0
64231,2834,0
2273,6716,0
19235,92989,0
18477,76702,0
40164,3039,0
701,506,1
35981,57909,0
755,2344,1
35981,40502,0
76045,2414,0
701,2975,0
40164,2990,1
27104,11308,0
18422,2148,1
113114,1246,0
2273,111239,0
896,18287,0
27104,40254,0
701,3056,0
40164,2877,0
40164,26954,1
20805,59300,0
40164,75228,0
40164,617,1
896,118324,0
46153,104258,1
35981,40281,0
14758,1505,1
20805,12659,0
27104,1521,0
755,5063,1
896,22960,0
2273,2343,0
20805,40545,0
4671,89006,0
20805,79848,0
701,45915,0
2551,72284,0
46153,20277,1
2273,2448,0
40196,7118,0
27104,21265,0
40164,5978,1
40164,3766,0
35981,3027,0
59368,25104,0
20805,674,0
113114,107737,0
113114,120911,0
3023,65367,1
701,55969,0
40164,3589,0
48944,27107,1
14758,5866,0
40164,2417,1
389,1492,1
27104,27313,0
701,2366,0
755,5622,1
20805,115336,0
19235,3773,1
19235,53371,0
20805,2216,0
40164,1075,0
20805,2855,0
27104,70004,0
19235,3594,1
27104,71768,0
1557,1492,1
18422,1413,1
1055,1999,0
3209,6666,0
309,2980,1
7319,1498,1
2243,560,1
20805,5986,0
113447,29545,0
76045,5622,0
18327,7262,0
20805,2506,0
304,3583,1
40164,115336,0
27104,13747,0
113114,63574,0
40164,72241,0
27104,81031,0
76063,28657,0
2273,104307,0
40164,3161,0
40164,19235,1
896,63556,0
49468,21265,0
704,1075,0
2273,101851,0
113114,73955,0
3209,27421,0
2378,2414,1
20805,93942,0
14758,4780,0
4671,2791,0
4780,111102,0
20805,5542,0
40164,70610,0
1756,475,0
18327,52065,0
20805,1557,0
20805,2578,1
20805,3615,0
76045,3679,1
20805,93736,0
18422,98403,1
113114,1505,0
896,27315,0
76045,2480,0
18477,5542,0
27104,76288,0
2273,26954,1
20805,18307,0
1756,11224,1
896,1281,0
40164,36999,0
20805,3461,0
76045,54083,0
12431,55348,0
755,19866,0
2273,12850,0
40164,104837,0
113114,2378,0
76045,80754,0
27104,899,0
19385,62551,0
40164,40797,0
113114,52579,0
40164,26990,0
40164,18363,0
49468,1512,0
896,12617,0
579,732,0
113114,2793,0
1393,65712,1
40164,70004,0
14004,48177,1
35981,2837,0
40164,5995,0
27104,27008,0
27104,21626,0
701,7262,0
19589,199,0
755,30779,0
30323,2286,0
270,11219,1
27104,57899,0
27104,44677,0
2273,2492,1
27104,2980,0
113114,22960,0
113114,89341,0
2273,1141,0
755,9298,1
76045,54015,0
755,36061,0
40164,41637,0
579,65367,0
3209,78024,0
111183,115324,0
579,5075,0
27104,28830,0
2273,970,0
896,28183,0
56700,28629,0
40164,12659,1
2273,34135,0
896,81145,0
5063,2619,1
18477,52292,0
12008,18474,0
40164,48314,0
4671,2230,0
896,2149,0
76045,36061,0
113114,51885,0
20805,52599,0
35981,36138,0
40164,1611,0
27104,75969,0
20805,841,0
896,20635,0
4780,5995,0
18327,2506,1
63574,5622,1
27104,51460,0
3715,11358,1
113114,41381,0
113114,1822,0
111575,9440,0
2273,3049,0
56700,35739,0
76045,41118,0
113114,118963,0
701,27003,0
20805,11358,1
40164,51399,0
304,888,0
20805,25104,0
76045,970,0
30174,74697,0
471,27889,0
471,120808,0
11838,36061,0
40164,104158,0
76045,103676,0
76045,79495,0
40164,1848,0
896,46153,0
3209,3430,0
755,71482,0
46153,28940,1
2273,16117,0
2273,104632,0
2273,3664,1
755,2980,0
48944,674,0
2273,12434,0
76045,113150,0
35981,29554,0
20805,111573,0
4802,44728,0
755,91168,0
40164,3362,0
896,78743,0
755,29545,0
12008,15063,0
755,7238,0
579,51885,0
49468,20874,0
701,2420,0
579,5995,0
20805,1907,0
701,17078,0
20805,36174,1
18327,28629,1
76045,232,0
755,101095,0
20805,87574,0
2551,102663,1
755,3679,0
2937,65712,0
40164,33060,0
4671,3154,0
56700,3645,0
40164,104783,0
20805,18811,0
19235,96918,0
49746,19162,1
35981,2502,0
113114,26856,0
40164,707,1
20805,3626,0
48944,96632,0
46153,119430,1
896,18402,0
701,72661,0
76045,2230,0
20195,20200,1
27104,99419,0
48944,80187,0
755,28830,0
40164,18376,0
4671,46660,0
755,79163,0
896,101095,0
3209,27095,0
76045,11750,0
20805,70511,0
27104,75391,0
35981,27763,0
14758,79163,1
270,16470,0
76045,85770,1
18590,19162,0
40164,119430,0
40164,12499,0
35901,52772,0
4780,119430,1
2835,111717,1
27104,3025,0
40164,71627,0
14758,1208,1
701,12931,0
20805,94774,0
40164,29545,0
19235,103674,0
27104,1320,0
40164,76702,0
35901,35923,1
40164,5906,0
30923,35990,0
49746,81031,0
4827,1649,0
76045,1075,0
579,25104,0
76045,53860,0
40164,54091,0
755,63797,0
40164,76028,0
97947,80754,0
40164,40196,0
270,3154,0
40164,12567,0
35981,43826,0
7319,11290,1
40164,500,0
304,2469,0
76045,94414,0
27104,27763,0
18327,5629,1
896,3756,0
76045,3154,0
896,33028,0
40164,19220,0
12008,70222,0
3427,12194,0
76045,29455,0
27104,112831,0
40164,29554,1
40164,3089,0
40164,60078,0
755,3068,1
20805,15227,0
701,102777,1
40164,101856,0
113114,36344,0
113114,25397,0
40164,1244,0
2273,87574,0
701,1277,1
27104,5140,0
19235,53860,0
111183,45013,0
14758,45013,0
2273,42469,0
113114,11838,0
20805,34357,0
35981,1534,0
27104,105687,0
27104,42936,0
49468,35985,0
20805,1990,0
40164,15344,0
113114,6055,0
1786,64581,1
113114,28830,0
76045,3049,0
40164,2645,0
46153,97374,1
113114,35981,0
40164,42868,1
701,1840,0
40164,7840,0
4802,111239,1
896,35894,0
104632,15112,0
46153,11401,1
35981,25104,0
76045,85678,0
3209,20464,0
113114,113150,0
755,4652,1
20805,104693,0
35981,12659,0
113114,2027,0
12008,827,0
27104,1160,0
49468,3430,1
11412,79515,0
76045,52292,0
40196,21220,0
35981,2683,0
58777,506,1
40164,26967,0
59368,29519,0
2273,47551,0
76045,76534,0
113114,2485,0
1281,47034,0
27104,35342,0
27104,54451,0
896,19928,0
304,578,0
76045,3004,0
20805,45359,0
27104,1349,0
35981,2909,0
3161,3156,1
1055,52065,0
76045,1277,1
56700,35845,0
1055,6475,0
40164,6055,0
76045,54371,0
755,1488,0
40164,2511,0
92989,20277,0
40164,827,1
27104,9298,0
14758,579,1
896,2448,0
76045,3506,0
1503,47747,1
20805,102902,0
40164,3682,1
62410,5117,1
63574,1578,1
20805,18376,0
701,891,0
2273,2645,0
1994,9605,0
20805,89029,0
76045,45006,0
304,11230,0
2273,22960,0
3740,1244,0
27104,1554,0
48944,26967,0
5063,51460,1
27104,3430,0
755,3330,0
2551,239,1
896,43593,0
35981,3068,0
102777,14697,1
701,95824,0
19235,40121,1
701,605,0
40164,89637,0
4671,52048,1
76045,18811,0
20805,1983,0
27104,41381,0
3209,8252,0
2273,35744,1
46153,4780,1
16611,2213,0
40164,3238,1
27104,239,0
701,35923,0
20805,2406,0
2273,3405,0
4827,75346,0
896,101080,0
27104,51885,0
755,12431,0
35981,11401,0
35981,16810,0
18477,341,0
4671,20874,0
20805,40196,0
896,1786,0
2273,81612,0
35981,74694,0
113114,1768,0
40164,4671,1
19235,103367,1
2273,55063,1
49468,75343,0
1756,118710,1
76045,19088,0
20805,19220,0
27104,41808,0
113114,57899,0
755,52579,0
76045,42489,0
896,11838,0
27021,3392,0
471,40153,0
40164,20455,0
76045,75343,0
5063,1786,1
27104,85364,0
304,6403,0
40164,15227,1
113114,111231,0
27313,27027,0
579,12499,0
76045,12435,0
20805,51254,0
701,98809,0
20805,1244,0
755,90131,0
1055,31388,0
2712,761,1
76045,19479,0
755,31379,0
905,3764,0
35981,35342,0
40164,2991,0
27104,1016,0
113114,899,0
113114,81612,0
755,55055,0
76045,33554,0
270,1557,0
35981,103347,0
896,81093,0
20805,85564,0
20805,1534,0
3496,7118,0
20805,26868,0
27104,5978,0
755,4902,1
3740,3408,0
27104,7854,0
20805,2643,0
3804,107234,1
56700,29044,0
59368,56703,0
40164,7320,0
40164,47551,1
36134,3258,0
3209,28436,0
76045,35744,0
27104,1377,0
40164,11207,0
40164,21562,0
35981,108366,0
12008,11446,0
27104,30323,0
63797,65367,0
4827,11953,0
27104,18590,1
27104,2824,0
27104,96226,0
1055,2820,0
40164,48944,0
2841,263,1
27104,3330,0
701,752,0
2273,2786,0
113114,63797,0
4671,2205,0
1635,2659,0
40164,45359,0
35981,36174,0
49468,5978,0
56700,1209,0
4671,81151,0
76045,4769,0
2273,36088,1
1055,231,0
2273,35788,0
20209,64320,0
27104,67858,0
20805,2901,0
896,30789,0
35981,1235,0
270,33865,0
18477,15227,0
76045,76214,1
471,389,0
40164,2791,0
755,65542,0
19235,65367,0
896,3506,0
35981,64528,0
27104,28940,0
2273,29554,0
20805,5140,0
896,41381,0
76045,20670,0
20805,71482,0
20195,3089,1
4671,2726,1
896,1653,0
20805,78832,0
76045,19235,1
76045,46660,0
27104,344,0
755,27055,0
40164,65367,0
40164,89580,0
20805,29947,0
40164,118324,0
896,88994,0
20805,26947,0
471,11219,0
40164,7913,0
35981,4708,0
755,113147,0
1635,7262,0
701,12257,1
20805,1839,0
28629,2506,0
40164,49187,0
20805,36401,0
20805,89238,0
40164,79993,0
27104,31388,0
113114,101080,0
27104,18363,0
40164,101372,0
20805,18474,0
896,6010,0
40164,1320,1
20805,24977,0
2243,3583,1
3209,40254,0
896,38633,0
755,117258,0
113114,99507,0
896,2844,0
113114,12661,0
20805,11351,0
27104,55733,0
76045,11544,0
701,2835,1
20805,2726,0
20805,76977,0
40164,18340,0
20805,40627,0
309,28809,1
896,14423,0
755,72278,1
76045,2163,0
75969,62410,1
20805,2615,0
701,41381,0
1055,1377,0
20805,20455,0
755,103347,0
48944,6751,1
40164,6120,0
35981,19162,0
40164,12431,1
35981,43482,0
19235,111102,0
30323,3589,1
896,5542,0
40164,4802,0
76045,617,0
49468,112487,0
896,765,0
76045,2901,0
40164,36523,0
1756,12504,1
2273,18402,0
46153,101851,0
113114,475,0
48944,112831,0
18477,89006,0
1124,97947,0
111183,1505,1
76045,2726,0
7319,2659,1
2273,60796,1
755,3405,0
43716,40281,1
27104,111575,0
701,94555,0
76045,2615,0
20805,12202,0
92989,27313,1
40164,1765,1
20805,7320,1
30174,1110,1
35981,94556,0
40164,94841,0
896,1822,0
35981,76702,0
113114,3664,0
701,1413,0
27104,87574,0
20805,22719,0
76045,35885,0
4671,2034,0
19235,5866,0
27104,1848,0
3225,56761,1
755,11429,0
2587,3082,0
20805,113653,0
579,1990,0
896,58825,0
701,21081,0
40164,29535,0
20805,59619,0
20805,2366,0
48944,71432,0
48944,56714,0
2841,1277,1
4671,2532,0
76045,43482,0
13904,57899,1
20805,44526,0
27104,65542,0
755,26989,0
113114,104720,0
113114,4652,0
40164,94397,1
18590,4652,1
2437,3082,1
76045,29549,0
27313,199,0
755,2983,0
701,112831,0
304,12202,1
40164,6299,0
27104,72908,0
896,199,0
75322,76702,0
40164,3363,0
4827,108805,0
48944,33998,0
40164,1055,1
35981,1578,0
755,5429,1
35981,89761,0
4671,263,0
40164,2738,0
2273,25104,0
40164,51460,0
19235,1160,1
35981,63774,0
76045,231,1
20805,113114,0
11290,836,1
76045,76702,0
4902,11308,1
1004,14697,0
27104,66114,0
4780,54083,0
49468,1848,0
113114,1141,0
76045,18402,0
40164,56038,1
1055,14697,0
65392,33865,0
5425,1309,1
76045,2340,0
2437,67858,1
40164,52599,0
471,19088,0
35981,177,0
40164,43896,0
3209,52772,0
76045,19551,0
20805,30082,0
20805,3337,0
579,1505,0
113114,635,0
701,2243,1
40164,66131,0
755,2448,0
896,2808,0
40164,29947,1
19235,20277,0
76045,21660,0
755,2683,0
896,1607,0
113114,11441,0
14758,31382,0
19235,70406,0
76045,14697,0
27104,2659,1
20805,40599,0
896,19965,0
755,4894,0
18327,112831,0
755,81151,1
304,59856,0
20805,2603,0
20805,91916,1
1055,1349,0
2273,2414,0
896,52588,0
896,2566,0
76045,13747,0
35981,2953,0
20805,3004,0
471,27095,1
270,5975,0
35981,66165,0
270,94774,0
105707,18570,1
896,2485,0
76045,69005,0
76045,2937,1
896,24435,0
20805,27378,0
40164,2491,0
896,43826,0
896,29542,0
20805,30779,0
35981,28830,0
20805,3242,0
304,44083,0
76045,2762,0
20805,12285,0
40164,19104,0
896,63937,0
58842,15406,0
20805,105707,1
76063,60677,0
2273,7854,0
12431,27903,0
67858,112733,1
113114,384,0
471,12268,0
2273,54493,0
18327,19718,1
20805,47799,1
27104,69949,0
76045,57909,0
40164,11350,0
18327,836,1
20805,104094,0
35981,3405,0
1895,1677,0
2273,120142,0
40164,15406,0
27104,4780,0
20805,43350,0
76045,116903,0
2273,56038,0
102777,30076,1
2273,45359,1
2273,18590,1
40164,41118,0
35981,81612,0
56700,644,0
114589,27421,1
27104,7238,0
20805,76849,0
76045,95151,0
20805,67858,0
35981,4700,0
18466,1444,0
4827,25104,0
113114,15112,0
35981,6716,0
40164,113932,0
20805,55733,1
101091,22230,1
755,2834,0
1788,1444,0
4827,392,0
27104,18477,0
113114,94333,0
4671,25104,0
15260,31382,1
27104,74694,0
755,52249,0
40164,25337,0
27104,40168,0
27104,6716,1
113114,3023,0
20805,27018,0
19235,40502,0
27104,2132,0
35981,113060,0
2273,95151,0
20805,1021,0
20805,28655,0
76045,5970,0
40164,59619,0
27104,2499,0
27104,76296,0
20805,48770,0
18477,71701,0
101091,112389,0
35981,4780,0
76045,2551,0
1840,6666,1
701,2056,0
113114,104632,0
14758,39647,0
27104,2482,1
13904,40502,0
2273,103347,0
2726,2034,1
76045,2376,0
113114,2704,0
27104,18275,1
20805,1160,0
896,111105,0
896,2901,0
20805,104581,0
19589,25104,0
76045,2001,0
40164,36911,0
41637,32178,0
35981,19920,0
27104,3362,0
701,182,0
2273,2216,0
27104,2704,0
27104,97374,0
44526,101856,1
19235,18641,0
26856,94725,0
49468,85971,0
113114,2482,0
113114,28655,0
76045,96918,0
27104,827,1
40164,90131,0
76045,1507,0
40164,40165,1
48944,30787,0
755,28977,0
755,30789,0
755,88504,0
40164,85399,1
18422,2058,1
27104,3242,0
2273,92989,1
4671,40254,0
1999,5978,1
40164,71584,0
40164,3740,1
20805,85770,1
14758,19037,0
76045,12931,0
755,3303,0
896,28338,0
76045,94070,0
76045,71482,1
4671,34166,0
2273,1212,1
7319,5355,0
40164,2399,0
20805,1219,0
20805,605,0
701,18384,0
76045,1110,0
102777,4720,1
76045,3330,0
2273,40537,1
2273,20277,0
755,30950,0
35981,43716,0
3740,704,1
20805,2226,0
20805,76045,1
755,45006,0
755,859,0
1055,1004,0
36162,87574,1
35901,12205,1
76063,674,0
4671,542,0
35981,28331,0
113114,17167,0
2273,3506,0
755,3506,0
49468,836,0
76045,1848,0
46153,4802,1
76045,3300,0
63556,507,0
896,89580,0
76045,64231,0
27104,3653,0
755,830,0
2273,2983,1
2243,999,1
896,19235,0
76045,3189,0
27104,65367,0
35981,13643,1
755,104808,1
40164,1565,0
2643,81145,0
701,3154,0
270,5406,0
35981,26746,0
35839,2126,0
14758,58058,0
40164,30779,0
35981,27071,0
40164,35894,0
27104,95,0
35981,3667,0
40164,75477,0
1840,3763,0
48944,73260,0
3025,12434,1
579,19385,0
76045,70659,1
40164,3461,0
102777,101856,1
896,12049,0
40164,47799,1
20805,14575,0
76045,49746,0
30174,3230,0
113114,26989,0
27104,19479,0
35981,18397,0
35981,1505,0
113114,89569,0
4827,1984,1
20805,35981,1
76045,53371,0
20805,26990,0
19235,40914,1
35981,1650,0
4671,2659,0
20195,101617,0
40164,4894,0
1055,20874,0
2273,52227,0
46153,52590,1
20805,9605,0
76045,64323,0
3209,116854,0
76045,19589,0
270,85971,0
113114,96226,0
35981,2492,0
2937,2587,1
76045,12434,0
35981,98408,0
46153,2373,0
3209,51399,0
76028,60677,0
35981,4897,0
701,30076,0
40164,36988,0
701,78024,0
35981,52579,0
113114,11351,0
40164,644,0
113114,1244,0
11317,40707,0
14758,3443,1
20805,14004,0
20805,55055,0
60289,59300,0
2273,40121,0
113114,6010,0
20805,4902,0
40164,28655,0
35981,475,0
1055,106180,0
27104,2603,0
26990,3215,1
701,4720,0
20805,64320,0
76045,755,1
113114,21063,0
2273,74694,0
76045,3039,0
30185,8090,0
113114,341,0
40164,841,0
18590,25397,0
755,54493,0
27104,4281,0
20805,63697,0
19235,8970,0
20805,112487,0
49468,94774,0
40164,36528,0
35981,3025,0
35845,73351,1
18327,29057,1
35981,81151,0
58824,11428,0
10450,51885,0
76045,55063,0
40164,1907,0
896,120911,0
102777,3615,1
27104,27315,0
4827,32076,0
35981,76124,0
48944,44832,0
76045,2578,1
27104,1599,0
18590,104094,1
20805,54371,1
4671,4735,0
40164,2230,0
701,48177,1
97947,24090,0
76063,60637,0
48944,112389,1
53860,1990,1
76045,60376,0
76045,2659,0
755,890,0
46153,12617,1
76045,18590,1
20805,3740,1
896,55068,0
40164,26422,0
76045,63937,0
31379,54451,0
755,119430,0
896,14292,0
35981,5946,0
18590,37643,0
20805,11384,0
20805,80801,0
905,4845,1
113114,45013,0
35981,3703,0
755,2909,0
20805,65542,0
27104,13971,0
896,18989,0
5063,53860,1
65026,47235,0
27104,490,0
27104,52292,0
270,5140,1
896,3362,0
27104,4897,1
20805,4769,0
120142,3487,0
896,8090,0
40164,3336,0
49468,27018,0
27104,19507,0
40164,1124,0
20805,24435,0
755,65712,0
102777,94688,1
35981,54439,0
20805,5429,0
40164,75346,0
20805,35937,0
40164,18785,0
27104,19874,0
63574,70659,1
40164,56700,1
2273,75228,0
2243,51254,1
46153,63797,1
2273,177,0
3209,113020,0
755,3653,0
76045,7238,0
48944,49307,0
18327,12661,1
113114,47364,0
3209,2820,0
2273,765,0
1635,19088,0
40164,96226,0
27104,120936,0
755,55348,0
113447,19927,0
20805,3459,0
20805,11230,0
20805,1215,0
755,2310,0
896,85748,0
35981,47822,0
40164,14575,0
76045,115324,0
2273,47364,0
113114,2376,0
701,98445,0
20805,16598,0
76045,2273,1
49468,52772,0
12008,8315,0
2273,3726,0
4780,6055,0
76045,1498,0
3209,2368,0
701,105707,1
40164,62551,0
27021,2855,0
20805,12629,1
53860,72195,1
40164,19928,1
40164,2210,0
46153,36088,1
3209,21081,0
27104,2615,0
46153,54375,1
40164,389,0
755,111231,0
896,2619,0
2841,106180,1
35981,106730,0
27104,35922,0
20805,755,1
2273,2482,1
48944,17078,0
76045,1212,1
896,19760,0
35981,40541,0
14758,54375,0
40164,71544,0
27104,8105,0
40164,27873,0
102777,18570,1
20805,644,0
27104,2837,0
76189,893,1
40164,1554,0
35981,7854,0
18477,47034,0
102777,2772,1
701,43819,0
20805,60078,0
20805,2297,0
35981,818,0
76045,15112,0
2483,2157,0
2243,752,1
113114,7238,0
14758,3023,0
35981,5611,0
19235,43896,1
76045,5090,0
35981,899,0
304,1891,0
76045,25104,0
20805,21081,0
58842,108805,0
896,89637,0
896,39647,0
2273,3242,0
76045,146,0
35981,1044,0
2273,101246,0
40164,96413,0
113114,7320,0
40164,112487,0
40164,44100,0
40164,3304,1
20805,19718,0
755,2587,0
40164,304,1
20805,120911,0
113114,37643,0
40164,5379,0
3025,19551,1
35981,3594,0
579,94841,0
20805,40266,0
3209,1999,0
114589,20874,1
896,113447,0
27104,19697,0
896,22022,0
1281,5542,0
896,3487,0
35901,836,1
304,2659,1
113114,2937,0
2841,12661,1
701,76977,0
14758,30185,0
113114,42868,0
20805,65931,1
76045,33028,1
76045,19866,0
14758,11838,0
40164,118362,0
49468,3215,0
113114,18590,0
49468,52065,0
755,94070,0
1840,28436,0
5425,69677,0
27104,19235,1
35981,47551,0
2820,8252,1
40164,109670,0
40164,12609,0
76045,16611,0
76045,49232,0
20805,70330,0
